Text,Textual Rating,Numerical Rating,Review Publisher,FactCheck URL,Claim Date,Claimant,Original article URL (Huimei and Samyak),Original text (Huimei and Samyak),Original article URL Notes (Huimei and Samyak),Notes for Video (Huimei and Samyak),errors
"""96% of U.S. climate data is corrupted.""",False,1,PolitiFact,https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/fact-checking-talking-point-about-corrupted-climat/,2022-07-27T00:00:00Z,Facebook posts,https://heartland.org/opinion/media-advisory-96-of-us-climate-data-is-corrupted/,.,.,,
Says Republican U.S. Sen. Ron Johnson “called climate change ‘bull----’ during a record heatwave” and “raked in over $700k in fossil fuel cash.”,True ,3,PolitiFact,https://www.politifact.com/factchecks/2022/aug/19/league-conservation-voters/johnson-called-climate-change-bull-took-700000-don/,2022-08-13T00:00:00Z,League of Conservation Voters,https://twitter.com/LCVoters/status/1558545682042130433,".
 @RonJohnsonWI
  called climate change ""bullshit"" during a record heatwave.
  
 He's also raked in over $700k in fossil fuel cash and played an active role in Trump's 2020 coup attempt.
  
 He's as dirty as it gets. https://bit.ly/3OCI3ny #DirtyDozen #WISen",image,,
Photo shows a trashed venue in Glastonbury after climate activist Greta Thunberg spoke there.,False,1,PolitiFact,https://www.politifact.com/factchecks/2022/jun/28/viral-image/photo-2015-wrongly-described-showing-aftermath-gre/,2022-06-27T00:00:00Z,Viral image,https://www.dailymail.co.uk/news/article-3142856/As-year-s-Glastonbury-closes-big-clean-begins.html,.,image,,
Images show how climate change destroyed the Greenland ice sheet and harmed a polar bear from 2009 to 2019.,False,1,PolitiFact,https://www.politifact.com/factchecks/2022/jan/19/facebook-posts/10-years-challenge-climate-change-exaggerates-impa/,2022-01-12T00:00:00Z,Facebook,https://archive.is/CZPdg,.,image,,
“Global warming is part of (a) natural cycle and there’s nothing we can actually do to stop these cycles.”,False,1,PolitiFact,https://www.politifact.com/factchecks/2021/nov/03/viral-image/2008-quote-does-not-reflect-scientific-consensus-h/,2021-11-03T00:00:00Z,Viral image,https://www.facebook.com/198600623557681/posts/4541752425909124,.,image,,
"On climate change, ""the scientists and experts are telling us we are fast approaching a point of no return.""",Half True,2,PolitiFact,https://www.politifact.com/article/2021/sep/21/un-speech-joe-biden-calls-collective-action-climat/,2021-09-21T00:00:00Z,Joe Biden,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/09/21/remarks-by-president-biden-before-the-76th-session-of-the-united-nations-general-assembly/,"On climate change, ""the scientists and experts are telling us we are fast approaching a point of no return.""",.,,
"""Florida has had 119 hurricanes since 1850,” yet experts are saying “the last one was due to climate change.""",False,1,PolitiFact,https://www.politifact.com/factchecks/2021/sep/13/viral-image/experts-say-climate-change-can-make-hurricanes-mor/,2021-09-08T00:00:00Z,Viral image,https://www.facebook.com/JamesTHarrisMedia/photos/a.1389206694490329/4485140711563563/?type=3&theater,.,image,,
The frequency (and strength) of hurricanes making landfall in the continental U.S. has declined slightly since 1900.,Half True,2,PolitiFact,https://www.politifact.com/factchecks/2021/sep/09/bjorn-lomborg/hurricanes-and-climate-change-getting-real-numbers/,2021-09-03T00:00:00Z,Bjorn Lomborg,https://www.wsj.com/articles/hurricane-ida-henri-climate-change-united-nations-un-galsgow-conference-natural-disaster-infrastructure-carbon-emissions-11630704844,.,.,,
"Greta Thunberg said, ""the climate crisis doesn’t exist.""",Pants on Fire,1,PolitiFact,https://www.politifact.com/factchecks/2021/jun/22/instagram-posts/manipulated-video-distorts-greta-thunbergs-comment/,2021-06-21T00:00:00Z,Republican Party News,https://www.instagram.com/tv/CQY_JITnBYe/?utm_source=ig_embed&ig_rid=8ab1ff5c-c012-4080-a759-83dc1097d177,.,video,,
"""Biden's climate requirements"" will ""cut 90% of red meat from diet"" to a ""max 4 lbs per year"" and ""one burger per month.""",Pants on Fire,1,PolitiFact,https://www.politifact.com/factchecks/2021/apr/26/fox-news-channel/joe-biden-banning-burgers-fox-news-gop-politicians/,2021-04-23T00:00:00Z,Fox News,https://www.foxbusiness.com/media/kudlow-bidens-climate-plan-means-no-meat-for-the-4th-of-july-have-grilled-brussel-sprouts-instead,.,video,,
Two photos show climate change “is a hoax.”,False,1,PolitiFact,https://www.politifact.com/factchecks/2021/apr/21/facebook-posts/no-two-photos-dont-reveal-sea-levels-dont-prove-cl/,2021-04-18T00:00:00Z,Facebook posts,https://web.archive.org/web/20210421152656if_/https://www.facebook.com/photo.php?fbid=10225056256743092&set=a.1160373619021&type=3,.,image,,
"Says Ted Cruz tweeted, “I’ll believe in climate change when Texas freezes over.”",False,1,PolitiFact,https://www.politifact.com/factchecks/2021/feb/19/viral-image/no-ted-cruz-didnt-tweet-hed-believe-climate-change/,2021-02-19T00:00:00Z,Viral image,https://twitter.com/tedcruz/status/1296134869320380419,"California is now unable to perform even basic functions of civilization, like having reliable electricity. Biden/Harris/AOC want to make CA’s failed energy policy the standard nationwide. Hope you don’t like air conditioning!",.,,
Says Joe Biden “will redirect the $30 billion” that Donald Trump “left for U.S. farmers to ‘climate change.’”,Mostly False,1,PolitiFact,https://www.politifact.com/factchecks/2021/feb/18/facebook-posts/biden-would-move-some-ag-funds-climate-change-hed-/,2021-02-09T00:00:00Z,Facebook posts,https://archive.is/O1pre,.,image,,
“NASA admits that man-made climate change is a hoax!”,False,1,PolitiFact,https://www.politifact.com/factchecks/2021/feb/16/viral-image/no-nasa-didnt-say-human-caused-climate-change-hoax/,2021-02-11T00:00:00Z,Viral image,https://archive.is/tIfvQ,.,image,,
“84% of all new electric capacity planned to come onto the electric grid this year is clean energy.”,Mostly True,3,PolitiFact,https://www.politifact.com/factchecks/2021/jan/29/joe-biden/joe-biden-clean-energy-provide-84-new-electric-pow/,2021-01-27T00:00:00Z,Joe Biden,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/01/27/remarks-by-president-biden-before-signing-executive-actions-on-tackling-climate-change-creating-jobs-and-restoring-scientific-integrity/,.,.,,
"The Paris Climate Agreement is “bad for America,” because it ""does nothing to hold real polluters, like Communist China and India, accountable.""",Mostly False,1,PolitiFact,https://www.politifact.com/factchecks/2021/jan/26/rick-scott/paris-climate-agreement-easier-china-and-india-us/,2021-01-20T00:00:00Z,Rick Scott,https://www.wctv.tv/2021/01/20/florida-senator-rick-scott-on-paris-climate-agreement-a-bad-deal-for-americans/,.,video,,
"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87.""",True ,3,PolitiFact,https://www.politifact.com/factchecks/2019/may/08/joe-biden/was-joe-biden-climate-change-pioneer-congress-hist/,2019-05-01T00:00:00Z,Joe Biden,https://www.youtube.com/watch?v=8ljF323fHww,.,video,,
"""The Australia bushfires have nothing to do with climate change; it was arson.""",False,1,PolitiFact,https://www.politifact.com/factchecks/2020/jan/10/facebook-posts/those-claims-about-nearly-200-arrested-arson-austr/,2020-01-07T00:00:00Z,Facebook posts,https://www.toddstarnes.com/values/the-australia-bushfires-have-nothing-to-do-with-climate-change-it-was-arson/,.,.,,
"""Congress has never passed an important climate bill, ever.""",False,1,PolitiFact,https://www.politifact.com/article/2019/nov/21/fact-checking-fifth-democratic-presidential-debate/,2019-11-20T00:00:00Z,Tom Steyer,.,.,.,,
"Alexandria Ocasio-Cortez said, ""We need to repeal Daylight Savings Time as a primary measure to decrease the rate of climate change. Less hours of sun shine equal less heat hitting Earth’s surface.""",Pants on Fire,1,PolitiFact,https://www.politifact.com/factchecks/2019/apr/02/viral-image/no-alexandria-ocasio-cortez-didnt-advocate-repeali/,2019-03-30T00:00:00Z,Viral image,https://www.facebook.com/TheVikingChristian/photos/a.1829088784048828/2126084327682604/?type=3&theater,This is your brain on socialism,image,,
"""70% of the pollution of the carbon that we're throwing into the air comes from three industries.""",Half True,2,PolitiFact,https://www.politifact.com/factchecks/2019/sep/06/elizabeth-warren/elizabeth-warren-blamed-3-industries-70-greenhouse/,2019-09-04T00:00:00Z,Elizabeth Warren,https://www.instagram.com/p/B2A5-d7nP2s/,.,video,,
"Biden's ""real (climate) plan costs $100 trillion.""",False,1,PolitiFact,https://www.politifact.com/article/2020/oct/23/fact-checking-donald-trump-joe-biden-final-preside/,2020-10-22T00:00:00Z,Donald Trump,.,.,.,,
"“Over the past two years, climate and weather disaster damage has cost the U.S. over $400 billion.”",Mostly True,3,PolitiFact,https://www.politifact.com/factchecks/2020/feb/05/tammy-baldwin/wisconsin-sen-baldwin-makes-cents-costs-climate-ch/,2019-12-10T00:00:00Z,Tammy Baldwin,https://twitter.com/SenatorBaldwin/status/1204499997607309312,"Over the past two years, climate and weather disaster damage has cost the U.S. over $400 billion and our economy will lose over $500 billion annually from lost labor, crop failure and damages related to extreme weather if we don’t #ActOnClimate now.",.,,
"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't.""",Mostly True,3,PolitiFact,https://www.politifact.com/factchecks/2016/sep/18/tim-kaine/tim-kaine-says-millennials-agree-clinton-not-trump/,2016-09-18T00:00:00Z,Tim Kaine,https://www.nbcnews.com/meet-the-press/clinton-losing-key-millennial-support-nationally-key-states-n650076,.,video,,
"""Climate change is nothing but a bunch of computer models that attempt to tell us what's going to happen in 50 years or 30. Notice the predictions are never for next year or the next 10 years. They're always for way, way, way, way out there, when none of us are going to be around or alive to know whether or not they were true.""",False,1,PolitiFact,https://www.politifact.com/factchecks/2019/feb/19/rush-limbaugh/scientists-response-rush-limbaughs-climate-denial-/,2019-02-17T00:00:00Z,Rush Limbaugh,https://www.foxnews.com/transcript/rush-limbaugh-on-whether-trump-is-justified-in-taking-executive-action-to-secure-funding-for-his-border-wall,.,video,,
Donald Trump denies saying climate change is a Chinese hoax,Mostly False,1,PolitiFact,https://www.politifact.com/factchecks/2016/sep/27/donald-trump/donald-trump-denies-saying-global-warming-chinese-/,2016-09-26T00:00:00Z,Donald Trump,.,.,.,,
"Says U.S. Sen. Ron Johnson ""doesn't even believe that there's a man-made role in climate change.""",Mostly True,3,PolitiFact,https://www.politifact.com/factchecks/2016/oct/31/russ-feingold/russ-feingold-says-ron-johnson-doesnt-believe-ther/,2016-10-06T00:00:00Z,Russ Feingold,.,.,.,,
"Says Joe Biden ""I passed one of the first climate change bills in the United States Senate in 1987.""",True ,3,PolitiFact,https://www.politifact.com/article/2020/feb/05/fact-checking-joe-biden-somersworth-nh/,2020-02-05T00:00:00Z,Joe Biden,.,.,.,,
Says a photo shows that climate change protesters left trash all over their protest side.,False,1,PolitiFact,https://www.politifact.com/factchecks/2019/sep/24/facebook-posts/photo-doesnt-show-trash-left-climate-strike-protes/,2019-09-20T00:00:00Z,Facebook posts,https://www.facebook.com/photo.php?fbid=2713681121983854&set=a.100695973282395&type=3,.,image,,
"""China will be allowed to build hundreds of additional coal plants. So, we can't build the plants, but they can, according to this agreement.""",Mostly False,1,PolitiFact,https://www.politifact.com/article/2017/jun/01/fact-checking-donald-trumps-statement-withdrawing-/,2017-06-01T00:00:00Z,Donald Trump,.,.,.,,
"The Paris Agreement would result in ""lost jobs, lower wages, shuttered factories and vastly diminished economic production.""",Mostly False,1,PolitiFact,https://www.politifact.com/article/2017/jun/01/fact-checking-donald-trumps-statement-withdrawing-/,2017-06-01T00:00:00Z,Donald Trump,.,.,.,,
"""Even if the Paris Agreement were implemented in full, with total compliance from all nations, it is estimated it would only produce a two-tenths of one degree -- think of that; this much -- Celsius reduction in global temperature by the year 2100. Tiny, tiny amount.""",Half True,2,PolitiFact,https://www.politifact.com/article/2017/jun/01/fact-checking-donald-trumps-statement-withdrawing-/,2017-06-01T00:00:00Z,Donald Trump,.,.,.,,
"""While I was passing the first climate change bill that PolitiFact said was a game-changer, … my friend (Steyer) was introducing more coal mines and produced more coal around the world, according to the press, than all of Great Britain produces.""",Half True,2,PolitiFact,https://www.politifact.com/article/2019/nov/21/fact-checking-fifth-democratic-presidential-debate/,2019-11-20T00:00:00Z,Joe Biden,.,.,.,,
"""The vast majority of Americans believe that climate change is real and we need to do something about it.""",Mostly True,3,PolitiFact,https://www.politifact.com/factchecks/2019/jun/06/michael-bennet/michael-bennet-right-majority-say-effects-global-w/,2019-05-30T00:00:00Z,Michael Bennet,https://www.youtube.com/watch?v=E1QPK3cbKxg,.,video,,
"""The forest fires were so grotesque last year that we had the worst air in the world in Washington.""",Mostly True,3,PolitiFact,https://www.politifact.com/factchecks/2019/mar/08/jay-inslee/fact-checking-presidential-candidate-jay-inslee-cl/,2019-02-20T00:00:00Z,Jay Inslee,https://www.theguardian.com/us-news/2019/feb/19/jay-inslee-2020-climate-change-interview,.,.,,
"""30,000 scientists have come forward confirming that man-made climate change is a hoax perpetuated by the elite in order to make money.""",Pants on Fire,1,PolitiFact,https://www.politifact.com/factchecks/2017/sep/08/blog-posting/no-30000-scientists-have-not-said-climate-change-h/,2017-09-02T00:00:00Z,Bloggers,https://thepeoplesvoice.tv/tens-of-thousands-of-scientists-declare-climate-change-a-hoax/,.,.,,
"Bill de Blasio is ""banning hot dog sales to stop climate change.""",False,1,PolitiFact,https://www.politifact.com/factchecks/2019/may/07/viral-image/no-nyc-isnt-banning-sale-hot-dogs-stop-climate-cha/,2019-04-27T00:00:00Z,Viral image,https://www.facebook.com/patriotsmerica/photos/a.225596454935943/438225810339672/?type=3&theater,.,image,,
